Id	Title	Description	Date	Duration	Type	Session	Track	Presenters	Materials
98	Main results of the DAMPE space detector in its 4th year in orbit	The DArk Matter Particle Explorer (DAMPE) is a high-performance space particle detector launched in orbit in 2015 by a collaboration of Chinese, Italian and Swiss scientific institutions, coordinated by the Chinese Academy of Sciences. It consists of a high-resolution segmented BGO electromagnetic calorimeter with a depth of 32 radiation lengths, a silicon-tungsten tracker-converter with an angular resolution below 0.2°, an anti-coincidence shield and ion detector, and a neutron detector. The detector characteristics and performance, and the latest observations of cosmic electrons up to 5 TeV, protons and nuclei up to 100 TeV and gamma-rays up to 10 TeV will be presented.	2019-08-22 08:00:00+00:00	30 minutes	Oral Presentation	Workshop on Astro-Cosmo-Gravity		Piergiorgio Fusco	https://indico.cern.ch/event/754973/contributions/3535392/attachments/1895823/3127713/ICNFP_2019_Fusco.pdf
100	Recent results on flow in small systems	The last decades of high energy physics revealed, that in ultra-relativistic    ion-ion collisions, a strongly interacting quark gluon plasma (sQGP) is created.    Varying the collision energy and system size allows for the investigation of the    phase diagram of QCD matter at different baryochemical potentials and    temperatures. Varying the system size may also reveal the influence of system    lifetime on the final state observables. In the recent years, it became a more    and more important question how the matter created in small but energetic    collision systems behaves, and the extent of similarity between small and large    systems is investigated at several experiments. One of the most important    results of the recent years was the elliptic and triangular flow in p+Au, d+Au    and He3+Au collisions at sqrt(sNN)=200 GeV at PHENIX. In this talk we will    review these results, along with a few other important flow measurements from RHIC and LHC.	2019-08-21 13:30:00+00:00	30 minutes	Oral Presentation	Lectures	Lectures	Mate Csanad	https://indico.cern.ch/event/754973/contributions/3534195/attachments/1895571/3127218/csanad_heavyions_icnfp2019.pdf, https://indico.cern.ch/event/754973/contributions/3534195/attachments/1895571/3127217/csanad_heavyions_icnfp2019.pptx
103	Search for sub-GeV/c² dark matter with CRESST-III	Dark Matter (DM) is one of the most puzzling mysteries of modern physics. Albeit various astronomical observations confirm its existence, no unambiguous theory of DM exists. CRESST-III is one of the leading experiments searching for a hypothetical DM particle candidate.    The CRESST-III experiment searches for direct interactions of dark matter with ordinary matter at the Laboratori Nazionali del Gran Sasso (LNGS) in Italy. The main event signature would be a nuclear recoil inside one of the scintillating target crystals. Operating the crystals as cryogenic calorimeters at $\mathcal{O}(10\,\mathrm{mK})$ provides in addition a phonon signal as a measure of the deposited energy. The simultaneous readout of both a scintillation light and a phonon signal is used to actively discriminate backgrounds.    CRESST-III focuses on the sub-GeV/c² mass region where the sensitivity is driven by the threshold. With a $\mathrm{CaWO_4}$ crystal of 24g as target an unprecedented low threshold of 30.1eV for nuclear recoils was obtained in the first data taking campaign of CRESST-III from 2016-2018.    In this contribution, we briefly motivate the existence of DM and review the current landscape. Afterwards we will introduce CRESST, focusing on the requirements to maintain sensitivity in the sub-GeV/c² mass region. We will discuss the latest results of CRESST-III on spin-dependent and spin-independent interactions. Finally, we will give an outlook to future stages of CRESST.	2019-08-28 08:30:00+00:00	30 minutes	Oral Presentation	Workshop on Astro-Cosmo-Gravity		Holger Kluck	
107	Azimuthal anisotropy Fourier harmonic correlations and initial-state fluctuations from HYDJET++ and AMPT modela	Azimuthal anisotropy correlations between different Fourier harmonics, $v_2$, $v_3$, and $v_4$  measured with two-particle correlations in simulated PbPb collisions at $\sqrt{s_{_{\mathrm{NN}}}}=2.76~$TeV, generated with HYDJET++ and AMPT generator, are presented. The results are compared with data from the ATLAS experiment. Both models are in good agreement with data for $v_2$-$v_3$ correlation. For $v_2$-$v_4$ and $v_3$-$v_4$ correlations AMPT model is still in good agreement with experimental observations, while HYDJET++ gives stronger slopes with respect to the ones observed by the ATLAS collaboration. Further, initial-state fluctuations from HYDJET++ model are measured in PbPb collisions at $\sqrt{s_{_{\mathrm{NN}}}}=5.02~$TeV by comparing $v_2$ results obtained with different Q-cumulant order, $v_2\{2\},v_2\{4\},v_2\{6\},$ and $v_2\{8\}$. The model calculation shows good qualitative and rather good quantitative agreement with results reported by the CMS experiment.	2019-08-26 09:30:00+00:00	30 minutes	Oral Presentation	Workshop on Heavy Ion Physics		Milan Stojanovic	
117	An overview of the ATLAS NSW Micromegas construction project at Aristotle University	The upcoming luminosity upgrade of the LHC will impose new requirements for the detector  installations. To perform under these conditions the Micromegas (MM) technology was selected to be adopted in the New Small Wheel (NSW) upgrade, dedicated to precision tracking. A large surface of the forward regions of the Muon Spectrometer will be equipped with 8 layers of MM modules forming a total active area of 1200 m2. The NSW is planned to be installed in the forward region of 1.3 < |η| < 2.7 of ATLAS. The NSW will have to operate in a high background radiation region, while reconstructing muon tracks as well as furnishing information for the Level-1 trigger. The project requires fully efficient MM chambers with spatial resolution down to 100 μm, a rate capability up to about 15 kHz/cm2 and operation in a moderate (highly inhomogeneous) magnetic field up to B=0.3 T. The required tracking is linked to the intrinsic spatial resolution in combination with the demanding mechanical accuracy.    An overview of the design, construction and QA/QC procedures followed at the Aristotle University of Thessaloniki for the Micromegas LM2 Drift panels production will be presented.	2019-08-26 12:25:00+00:00	25 minutes	Oral Presentation	Mini Workshop on Instruments and Methods in HEP		Christos Lampoudis	
120	Neutron production and exotic physics with SNO	The Sudbury Neutrino Observatory (SNO), built to study neutrinos produced in the Sun, discovered that neutrinos can change flavour and, thus, they are massive particles. SNO detected and recorded neutrino and cosmic ray interactions from 1999 to 2006 and several analyses have been completed in the past year using legacy data. We present the results of the most recent ones, namely: measurement of neutron production in atmospheric neutrino interactions, a search for Lorentz violation, and a search for potential neutrino decay. The former is important to better understand neutrino interactions and reduce backgrounds in supernova neutrino and nucleon decay searches, and the last two analyses yield new constraints on exotic physics searches. Finally, we will touch on the status of other on-going analyses.	2019-08-26 13:30:00+00:00	20 minutes	Oral Presentation	Parallel Session		Javier Caravaca Rodriguez	
121	SNO+: recent results and prospects	SNO+ is a multi-purpose experiment whose main purpose is to study the nature of the neutrino mass through observation of neutrino-less double beta decay (0$\nu\beta\beta$). Detection of this rare process would indicate that neutrinos are elementary Majorana particles, proving that lepton number is not conserved and providing an estimate of their unknown absolute mass. The SNO+ detector will operate in three distinct phases with different target materials: water, pure scintillator (LABPPO) and tellurium-loaded scintillator. We will report results on the measurement of the radioactive backgrounds, as well as, the results of the solar neutrino and invisible nucleon decay analyses, performed during the water phase, now concluded. Furthermore, the status, potential and prospect of SNO+ for precise solar neutrino measurements and 0$\nu\beta\beta$ search will be presented.	2019-08-27 13:30:00+00:00	20 minutes	Oral Presentation	Parallel Session		Javier Caravaca Rodriguez	
123	Searching for Neutrinoless Double Beta Decay with the MAJORANA DEMONSTRATOR	The MAJORANA DEMONSTRATOR is a neutrinoless double-beta decay experiment currently operating two modules of p-type point contact germanium detectors at the 4850' level of the Sanford Underground Research Facility. Our latest results from 26 kg-yr of exposure set a half-life lower limit of 2.7 x $10^{25}$ yr (90% C.L) owing to an unprecedented energy resolution of 2.5 keV FWHM and a background rate of 12 cts/(FWHM t yr) at the $^{76}$Ge double-beta decay Q value of 2039 keV. Due to its low background rate, the DEMONSTRATOR’s physics data set has also been used to search for other physics beyond the Standard Model, including bosonic dark matter and tri-nucleon decay. Optimization of background-reducing analysis techniques and the development of a complete background model are expected to yield improved background rejection and to inform the design and background expectations of the next-generation LEGEND experiment. In this talk, I will review the key physics and technical results from the MAJORANA DEMONSTRATOR and report on progress in background reduction and modeling.	2019-08-28 09:00:00+00:00	30 minutes	Oral Presentation	Workshop on Astro-Cosmo-Gravity		Anna Reine	
131	In-medium spectral functions of vector and axial-vector mesons from analytically continued FRG flow equations	The Functional Renormalization Group (FRG) can be used to calculate spectral functions from analytically continued FRG flow equations for two-point correlation functions. Here we report on the current status of applying this aFRG framework to the calculation of vector and axial-vector meson spectral functions in effective hadronic theories at finite temperature and density. Their medium modifications have a direct impact on the electromagnetic spectral function and thus on thermal dilepton rates in the range of invariant-mass values of up to about 1 GeV. Because chiral symmetry restoration at finite temperature and/or density is reflected in these spectral functions, this can be exploited to search for experimental signatures, from heavy-ion collisions at HADES energies and later with CBM at FAIR, of a chiral first-order phase transition and the associated critical endpoint (CEP) in the phase diagram of QCD.	2019-08-22 14:30:00+00:00	30 minutes	Oral Presentation	Workshop on QCD		Lorenz von Smekal	
132	UPGRADE OF THE ALICE INNER TRACKING SYSTEM: CONSTRUCTION AND COMMISSIONING	ALICE (A Large Ion Collider Experiment) is the CERN LHC experiment optimized for the study of the strongly interacting matter produced in heavy-ion collisions, in particular the characterization of the quark-gluon plasma. After the successful operation of the experiment during the first two runs of the LHC, the ALICE collaboration is currently working on a major upgrade of its detector, to be installed during the Long Shutdown (LS2) in 2019-2020. The main goal is to increase the readout capabilities to allow for the readout and recording of Pb–Pb minimum bias events at rates in excess of 50 kHz, the expected Pb–Pb interaction rate at the LHC after LS2. One key part of the upgrade is the construction of a new Inner Tracking System (ITS) that will significantly improve the impact parameter resolution, tracking efficiency and readout capacity enabling precise measurement of low momentum particles. The new ITS consists of seven approximately-cylindrical detector layers based on CMOS Monolithic Active Pixel Sensors (MAPS) with the sensor matrix and readout integrated in a single chip, named ALPIDE (ALice PIxel DEtector), with a pixel size of 29x27m2, covering an area of 10m2 and containing about 12.5 billion pixels. All layers are mounted on ultra-lightweight carbon support structures with an embedded cooling system. This allows a reduction of the material budget down to the 0.3 % X0 for the inner layers and 1% X0 for the outer layers.    This talk will give a brief overview of the motivation of the upgrade, give details on the overall layout and reports on both the construction and commissioning status and plans. Ideas on a further novel vertex detector based on curved wafer-scale ultra-thin silicon sensors will be illustrated.     Possible applications of the technologies, developed by the ALICE collaboration, will be also shown.	2019-08-26 14:30:00+00:00	30 minutes	Oral Presentation	Workshop on Heavy Ion Physics		Alessandra  Fantoni	
133	Quark-diquark models and fluctuations in thermal QCD	Fluctuations of conserved charges such as baryon number, electric charge and strangeness [1,2] may provide a test for completeness of states in lattice QCD for three light flavors [3-7]. We elaborate on the idea that the corresponding susceptibilities can be saturated with excited baryonic states with an underlying quark-diquark structure with a linearly confining interaction. Using Polyakov-loop correlators we show that in the static limit, the quark-diquark potential coincides with the quark-antiquark potential in marked agreement with recent lattice studies. We thus study in a quark-diquark model the baryonic fluctuations of electric charge, baryon number and strangeness: $\chi_{BQ}$, $\chi_{BB}$ and $\chi_{BS}$; by considering a realization of the hadron resonance gas model in the light flavor sector of QCD [8]. These results have been obtained by using the baryon spectrum computed within a relativistic quark-diquark model, leading to an overall good agreement with the spectrum obtained with other quark models and with lattice data for the fluctuations.    [1] S. Borsanyi, Z. Fodor, S. D. Katz, S. Krieg, C. Ratti, and K. Szabo, JHEP 01 (2012) 138.    [2] A. Bazavov et al. (HotQCD Collaboration), Phys. Rev. D86, 034509 (2012).    [3] E. Ruiz Arriola, L.L. Salcedo and E. Megias, Acta Phys. Polon. B45 (2014) 2407-2453.    [4] E. Ruiz Arriola, L.L. Salcedo, E. Megias, Acta Phys. Polon. Supp. 8 (2015) 2, 439.    [5] E. Megias, E. Ruiz Arriola, L.L. Salcedo, Phys. Rev. D94 (2016) 9, 096010.    [6] E. Ruiz Arriola, W. Broniowski, L.L. Salcedo, E. Megias, arXiv:1612.07091[hep-ph].    [7] E. Megias, E. Ruiz Arriola, L.L. Salcedo, Acta Phys. Polon. Supp. 11 (2018) 563.     [8] E. Megias, E. Ruiz Arriola, L.L. Salcedo, Phys. Rev. D99 (2019) 7, 074020.	2019-08-22 09:00:00+00:00	30 minutes	Oral Presentation	Workshop on QCD	Workshop on QCD	Eugenio Megias	https://indico.cern.ch/event/754973/contributions/3535344/attachments/1895575/3127225/megiasDiquarksICNFP19.pdf
134	Review on "Detector and Trigger performance in ALICE during Run2"	The ALICE detector and trigger performance during the LHC Run2 will be reviewed in this talk.	2019-08-22 13:30:00+00:00	30 minutes	Oral Presentation	Mini Workshop on Instruments and Methods in HEP		Martino Gagliardi	
135	Highlights from CMS	Very successful operation of the CMS detector for almost 10 years allowed the CMS collaboration to produce a large number of results,    from the discovery of the Higgs boson and the measurement of its properties, to setting stringent limits on the existence of physics beyond the Standard Model.    This talk will briefly summarize some of the experimental challenges and give an overview of some of the main physics results delivered so far.    This includes results on the Higgs boson coupling to fermions, the search for Supersymmetry in several final state topologies, and other selected searches for particles beyond the Standard Model.    A brief overview of the preparations for an upgrade to the experiment for operation at the High Luminosity LHC starting in the mid-2020s also will be reported.	2019-08-23 05:30:00+00:00	30 minutes	Oral Presentation	LHC Plenary Session		Mia Tosi	
142	Methods of Hyperspherical Functions with Application of Neutron Rich Isotopes in Heavy Ion Reactions	The effect of projectile shape on cross sections and momentum distributions of fragments from heavy ion reactions is studied. We propose a new approach that implements the underlying symmetries of each isotope with a few parameters directly in the density. Various densities and their nuclear structure are then analyzed in the reactions of 12C and 11Li, 11Be, and 11 C on a carbon target.	2019-08-26 10:00:00+00:00	30 minutes	Oral Presentation	Workshop on Heavy Ion Physics		Klara LaGrance, Hasanuzzaman Rahman	
143	Optimising the performance of the CMS Electromagnetic Calorimeter to measure Higgs properties during Phase I and Phase II of the LHC	The CMS Electromagnetic Calorimeter (ECAL), is a high granularity lead tungstate crystal calorimeter operating at the CERN LHC. The original design placed a premium on excellent energy resolution. Excellent energy resolution and efficient identification for photons are essential to reconstruct the Higgs boson in the H->gg decay channel, for measurements of the self-coupling of Higgs bosons and other related parameters.    The ECAL performance has been crucial in the discovery and subsequent characterisation of the Higgs boson. The original ECAL design considerations, and the actual experimental energy reconstruction and calibration precision will be reviewed.    The improvements to the energy reconstruction and energy calibration algorithms for LHC Run II are described. These are required to maintain the stability of the ECAL energy scale and resolution for the higher LHC luminosities that have been experienced compared to Run I. The precision measurement of the Higgs decay modes is central to the HL-LHC physics program. In addition, the search for di-Higgs production is important to understand the details of the vacuum potential. The crystals in the barrel region will be retained for HL-LHC. The decrease of operating temperature and upgrades to the readout electronics that are needed to maintain the required performance of the barrel region from 2026 onwards will be described.    These upgrades will ensure that radiation-induced noise increases will not dominate the energy resolution for photons from Higgs boson decays, and will preserve the ability of CMS to trigger efficiently on these signals. They will also permit precision time measurements (30 ps rms error on the arrival time of photons from Higgs boson decays) which will improve the determination of the location of the production vertex for di-photon events. Time measurement performance of the new readout electronics has been characterized in beam tests.    The predicted electron and photon energy resolution and identification efficiencies expected for HL-LHC will be described, and the performance relevant to a number of key Higgs decay channels will be presented.	2019-08-24 09:40:00+00:00	25 minutes	Oral Presentation	Parallel Session		Amina Zghiche	
145	A high precision narrow-band neutrino beam: the ENUBET project	The knowledge of initial flux, energy and flavor of current neutrino beams is currently the main limitation for a precise measurement of neutrino cross sections. The ENUBET ERC project (2016-2021) is studying a facility based on a narrow band neutrino beam capable of constraining the neutrino fluxes normalization through the monitoring of the associated charged leptons in an instrumented decay tunnel. Since March 2019, ENUBET is also a CERN Neutrino Platform project (NP06/ENUBET) developed in collaboration with CERN A&T and CERN-EN. In ENUBET, the identification of large-angle positrons from $K_{e3}$ decays at single particle level can potentially reduce the $\nu_e$ flux uncertainty at the level of 1%. This setup would allow for an unprecedented measurement of the $\nu_e$ cross section at the GeV scale. Such an experimental input would be highly beneficial to reduce the budget of systematic uncertainties in the next long baseline oscillation projects (i.e HyperK-DUNE). Furthermore, in narrow-band beams, the transverse position of the neutrino interaction at the detector can be exploited to determine a priori with significant precision the neutrino energy spectrum without relying on the final state reconstruction.     This contribution will present the final design of the ENUBET demonstrator, which has been selected on April 2019 on the basis of the results of the 2016-2018 testbeams. It will also discuss advances in the design and simulation of the hadronic beam line. Special emphasis will be given to a static focusing system of secondary mesons that, unlike the other studied horn-based solution, can be coupled to a slow extraction proton scheme. The consequent reduction of particle rates and pile-up effects makes the determination of the $\nu_{\mu}$ flux through a direct monitoring of muons after the hadron dump viable, and paves the way to a time-tagged neutrino beam. Time-coincidences among the lepton at the source and the neutrino at the detector would enable an unprecedented purity and the possibility to reconstruct the neutrino kinematics at source on an event by event basis. We will also present the performance of positron tagger prototypes tested at CERN beamlines, a full simulation of the positron reconstruction chain and the expected physics reach of ENUBET.    References:      F. Acerbi et al., Irradiation and performance of RGB-HD Silicon Photomultipliers for calorimetric applications, JINST 14 (2019) P02029.      F. Acerbi et al., A high precision neutrino beam for a new generation of short baseline experiments, arXiv:1901.04768.      F. Acerbi et al., The ENUBET project, CERN-SPSC-2018 / SPSC-I-248, 31/10/2018.      M. Pozzato et al., Status of the ENUBET project, J.Phys.Conf.Ser. 1056 (2018) no.1, 012047.      F. Pupilli et al., ENUBET: High Precision Neutrino Flux Measurements in Conventional Neutrino Beams, PoS NuFact2017 (2018) 087.      G. Ballerini et al, Testbeam performance of a shashlik calorimeter with fine-grained longitudinal segmentation, JINST 13 (2018) P01028.      A. Berra et al., Shashlik Calorimeters With Embedded SiPMs for Longitudinal Segmentation, IEEE Trans. Nucl. Sci. 64 (2017) no.4, 1056-1061.      A. Longhin et al., High precision measurements of neutrino fluxes with ENUBET, PoS NEUTEL2017 (2018) 050.      A. Berra et al., Longitudinally segmented shashlik calorimeters with SiPM readout, Nucl. Instrum. Meth. A845 (2017) 511-514.      F. Terranova et al., The ENUBET project: high precision neutrino flux measurements in conventional neutrino beams, PoS (EPS-HEP2017) 138.      A. Berra et al. Enabling precise measurements of flux in accelerator neutrino beams: the ENUBET project CERN-SPSC-2016-036 / SPSC-EOI-014, 05/10/2016.      A. Meregaglia et al., ENUBET: Enhanced NeUtrino BEams from kaon Tagging, JINST 11 (2016) no.12, C12040.	2019-08-24 09:30:00+00:00	30 minutes	Oral Presentation	Parallel Session		Marta Torti	
149	European Strategy Update: ATLAS physics prospects at the HL-LHC	The Large Hadron Collider (LHC) has been successfully delivering proton-proton collision data at the unprecedented center of mass energy of 13 TeV.    An upgrade is planned to increase the instantaneous luminosity delivered    by LHC in what is called HL-LHC, aiming to deliver a total of about 3000/fb of data to the ATLAS detector. To cope with the expected data-taking conditions ATLAS is planning major upgrades of the detector.     In this contribution we present an overview of the physics reach expected for a wide range of measurements and searches at the HL-LHC for the ATLAS experiment, including Higgs coupling, di-Higgs boson production sensitivity, Vector Boson Scattering prospects as well as discovery potential for electroweak SUSY and other exotic benchmark scenarios.    Such studies formed the basis of the ATLAS Collaboration input to the recent HL/HE-LHC Yellow-Report. An executive summary of this report was then submitted as input to the European Strategy process.	2019-08-26 14:45:00+00:00	30 minutes	Oral Presentation	Parallel Session on High Energy Particle Physics		Francesca Pastore	
152	Flavor Decompositions of Nucleon, Δ, and Hyperon Electromagnetic Form Factors	There is considerable phenomenological insight into the flavor compositions of nucleon electromagnetic form factors from elastic electron scattering on both the proton and the neutron at low and moderate momentum transfers. The flavor contents extracted so far from the corresponding world data sets impose severe tests on any theoretical description of the electromagnetic structure of the nucleons.    I shall discuss the predictions for covariant electric and magnetic form factors by a relativistic constituent-quark model and compare them to phenomenology as well as some results from lattice quantum chromodynamics. The main findings are that valence-quark contributions play the essential roles up to momentum transfers of q^2 ~ 4 GeV^2 and additional degrees of freedom, e.g., sea-quark effects, are still absent or at least negligible in this domain.    The same kind of studies is extended to the Δ and the hyperons showing interesting effects depending on the flavor structures of the particles belonging to either singlet, octet, and decuplet flavor multiplets as well as their admixtures.	2019-08-22 09:30:00+00:00	30 minutes	Oral Presentation	Lepton Nucleon Scattering Mini-workshop	Special session on Lepton-Nucleus scattering and Structure of the Nucleon	Willibald Plessas	https://indico.cern.ch/event/754973/contributions/3535340/attachments/1895887/3127848/Plessas_ICNFP2019-Lepton_rev.pdf
155	Probing perturbative QCD using electroweak bosons at the ATLAS detector	The production of prompt isolated photons, W-bosons and Z-bosons in proton-proton collisions provides a stringent test of perturbative QCD and yields important information about the parton distribution functions (PDFs) for quarks within the proton. In this talk, we present precision measurements of these final states across four different proton-proton centre-of-mass energies using data collected by the ATLAS experiment. The measurements are compared with (next-to-)next-to-leading-order QCD cross-section calculations and different parton distribution functions. Measurements of the isolated-photon plus two jets and the inclusive isolated-photons cross sections at sqrt(s)=13 TeV are presented, along with the ratio of photon cross sections at sqrt(s)=8 and sqrt(s)=13 TeV. The results are compared with state-of-the-art theory predictions, indicating several interesting discrepancies. We report measurements of fiducial integrated and differential cross sections for inclusive W+, W- and Z boson production at sqrt(s)=2.76 and sqrt(s)=5.02 TeV. Measurements of the W+ and W- cross sections at sqrt(s) = 8 TeV, in bins of the absolute lepton rapidity, and the associated charge asymmetry are also presented. Finally, a measurement of Z+jet production at sqrt(s) = 8 TeV is also presented.	2019-08-23 09:30:00+00:00	30 minutes	Oral Presentation	Workshop on QCD		Vasiliki Kouskoura	
159	The status of the SoLid experiment	SoLid is a very short baseline reactor neutrino oscillation experiment. The goal of the experiment is to test the sterile neutrino hypothesis and to measure the BR2 reactor antineutrino spectrum of pure $^{235}$U with high precision. Operation of detector on the surface and very close to the research reactor core requires handling  the high levels of background induced by the reactor and cosmic rays. SoLid has a unique take on those measurements; it uses an innovative highly segmented solid scintillation technology, combining PVT (cubes of 5×5×5 cm$^3$ ) and $^6$LiF:ZnS (sheets $\sim 250 \mu$m thickness) scintillators. This combination provides a linear energy response with good resolution and unprecedented spatial and time reconstruction of antineutrino interactions. The detector system is highly segmented, read out by a network of wavelength shifting fibers and SiPMs with an intelligent triggering scheme that records real time data with high efficiency. The detector has been taking physics data for almost a year in the BR2 reactor area. We will present an overview of the experiment, the detailed features of antineutrino reconstruction in SoLid, the calibration methods, background rejection capabilities and some preliminary analysis of the antineutrino data.	2019-08-28 12:20:00+00:00	20 minutes	Oral Presentation	Parallel Session		Simon Vercaemer	
160	Measurements of multiboson production using the ATLAS detector	The production of multiple electroweak bosons at the LHC constitutes a stringent test of the electroweak sector and provide a model-independent means to search for new physics at the TeV scale. In this talk, we present recent results for inclusive WW, WZ, ZZ and Z$\gamma$ production in proton-proton collisions at $\sqrt s$ = 13 TeV collected by the ATLAS experiment. The data are sensitive to anomalous triple gauge couplings and are reinterpreted in terms of an effective field theory to constrain new physics beyond the Standard Model. In addition, the unfolded differential cross section for four-lepton production is presented and compared to state-of-the-art Standard Model calculations. Finally, evidence for the production of three massive vector bosons in WWW, WWZ and WZZ final states is presented.	2019-08-28 10:00:00+00:00	30 minutes	Oral Presentation	LHC Semiplenary Session		Jessica Metcalfe	
163	Testing Dark Matter models and Quantum Foundations with the SABRE experiment	The Sodium-iodide with Active Background REjection (SABRE) experiment is designed to search for the annual modulation of the dark matter interaction rate with NaI(Tl) crystals. The experiment will also be able to perform a conclusive and model-independent test of the DAMA/LIBRA annual modulation signal. This signal is compatible with the expected dark matter galactic distribution, but it is in contrast with observations from different-target dark matter experiments under the standard WIMP hypothesis.     SABRE will perform a high sensitivity dark matter search using NaI(Tl) crystals with unprecedented radio-purity operated inside a liquid scintillator veto for active background rejection. The properties of such crystals make the experiment also ideal for the detection of faint x-ray emissions from charged particles, which are a by-product of certain quantum mechanics theories. The most popular of such theories are the Continuous Spontaneous Localization (CSL) and the Diosi-Penrose (DP) models, which address foundational quantum mechanics problems like: “why the wave function of a quantum system collapses to a single state as a consequence of the measurement of one of its observables?” and “how classical macroscopic behaviours emerge from the quantum world?”.     The first phase of the experiment, the SABRE Proof-of-Principle (PoP), is underway. A single 3.5 kg crystal detector is hosted in a two-ton liquid scintillator veto system at the Laboratori Nazionali del Gran Sasso. The goal of this phase is to measure the crystal background, test the active background rejection system.    This talk will illustrate the characteristics of the SABRE experiment and its expected sensitivity at testing both dark matter theories and quantum mechanics models. The status of the SABRE PoP and any preliminary result will also be presented.	2019-08-26 12:40:00+00:00	20 minutes	Oral Presentation	Parallel Session		Francesco Nuti	
165	Single- and Multi-harmonic Flow Fluctuations in Heavy-Ion Collisions	According to the widely accepted picture in the heavy-ion community, the observed non-uniform distribution of particles in the final momentum space is a manifestation of the non-uniformities in the initial energy density and the collective evolution of interacting matter. Furthermore, the initial energy density profile fluctuates from one event to the other, and this event-by-event fluctuation leads to a rich statistical structure of flow harmonic fluctuations in the final stage. Up to the present day, only a tiny corner of this statistical structure has been explored. The cumulants of individual flow harmonics have been studied extensively, and only recently the correlations of two different flow harmonics, via the new flow observables called Symmetric Cumulants (SC), have been investigated. Moreover, the fluctuations are mostly considered to be Gaussian while recent studies indicate that the skewness and kurtosis of the fluctuations are nonvanishing and their connection to the  cumulants of individual flow harmonics is stablished.    In this talk, we first show how we can go one step further in understanding the flow fluctuations by introducing generalized SCs, the genuine correlation between more than two different flow harmonics. Generalized SCs provide new and independent information for Quark-Gluon Plasma properties, which is inaccessible to other flow observables used by now. Then by employing the iEBE-VISHNU model, we demonstrate the first predictions for the generalized SCs at LHC energies. We also show that they are robust against systematics biases from nonflow effects by exploiting the HIJING event generator. Additionally, we will show how one can connect the non-Gaussianity to the cumulants of the individual flow harmonics  systematically. We stress that in interpreting the cumulants as genuine anisotropic flow the fluctuations have to be considered as a Gaussian distribution. For the case the fluctuations are manifestly non-Gaussian, we present a new estimator for the genuine anisotropic flow in terms of cumulants.    Based on:     [1] C. Mordasini, A. Bilandzic, D. Karakoç, S. F. Taghavi, "Higher order Symmetric Cumulants", [ arXiv:1901.06968v2 [nucl-ex]]    [2] H. Mehrabpour and S. F. Taghavi, "Non-Bessel–Gaussianity and flow harmonic fine-splitting",  Eur. Phys. J. C 79, no. 1, 88 (2019) [arXiv:1805.04695 [nucl-th]]	2019-08-26 09:00:00+00:00	30 minutes	Oral Presentation	Workshop on Heavy Ion Physics		Seyed Farid Taghavi	
166	ATLAS results on quarkonia and heavy flavour production	The associated production of vector boson with quarkonia is a key observable for understanding the quarkonium production mechanisms, including the separation of single and double parton scattering components. This talk will present the latest measurements from ATLAS on quarkonium production, including associated production, and recent results from heavy flavour production.	2019-08-28 14:10:00+00:00	20 minutes	Oral Presentation	Parallel Session		Tatiana Lyubushkina	
171	Flavour Anomalies in Rare Decays and prospects of flavour physics at LHCb	Rare decays are powerful probes for Physics beyond the Standard Model    (SM), as new particles can have a large impact on physics observables.    Recent results on lepton universality tests and measurements of    branching fractions and angular distributions of rare b->sll decays have    shown tensions with the SM predictions. The LHCb experiment is ideally    suited for the study of the these flavour anomalies, due to its large    acceptance, precise vertexing and powerful particle identification    capabilities. This talk will review the latest results from LHCb on the flavour anomalies and their interpretation and will give a prospect of future measurements by LHCb.	2019-08-26 14:20:00+00:00	25 minutes	Oral Presentation	Parallel Session on B physics at LHC		Jacopo Pinzino	https://indico.cern.ch/event/754973/contributions/3536387/attachments/1896059/3128156/Pinzino_icnfp_new.pdf
172	Jet quenching in expanding medium	Comprehensive understanding of medium-induced radiative energy loss is of a paramount importance in describing observed jet quenching in heavy-ion collisions. In this work, we calculate the medium-modified gluon splitting rates for different profiles of the expanding partonic medium, namely profiles for static, exponential, and Bjorken  expanding medium. In the presented study, the Baier-Dokshitzer-Mueller-Peigne-Schiff-Zakharov (BDMPSZ) formalism is used for multiple soft scatterings with a time-dependent transport coefficient for characterizing the expanding medium. The medium-evolved gluon spectra are systematically calculated using the kinetic rate equation for all the medium profiles and a study of the distinctive features at low and high momentum fractions of radiated gluons are provided. Finally, we provide a calculation of the jet $R_{AA}$ which quantifies a sensitivity of the inclusive jet suppression on the way how the medium expands. Comparisons of predicted jet $R_{AA}$ with experimental data from the LHC are also provided.	2019-08-24 08:00:00+00:00	25 minutes	Oral Presentation	Parallel Session		Souvik Priyam Adhya	
176	Searches for new phenomena with the ATLAS detector	Many theories beyond the Standard Model (BSM) predict new phenomena accessible by the LHC. Searches for new physics models are performed using the ATLAS experiment at the LHC focusing on exotic signatures that can be realized in several BSM theories, excluding supersymmetry. The results of recent searches on 13 TeV data, with the exception of Dark Matter signatures, and their interplay and interpretation will be presented. Prospects for HL-LHC will also be discussed.	2019-08-28 08:00:00+00:00	30 minutes	Oral Presentation	LHC Semiplenary Session		Francesco Guescini	
